,popularity,duration,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_BLACKPINK,artist_BTS,artist_ENHYPEN,artist_ITZY,artist_IU,artist_JEON SOMI,artist_MAMAMOO,artist_Others,artist_Red Velvet,artist_SEVENTEEN,artist_Stray Kids,artist_TOMORROW X TOGETHER,artist_TWICE,artist_aespa,artist_j-hope
138,71,211.363,0,0.59,0.294,9,-8.125,1,0.0654,0.854,0.0,0.0873,0.461,87.895,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
139,75,172.936,0,0.39,0.767,11,-3.918,0,0.293,0.0354,4.26e-06,0.0601,0.285,200.263,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
140,66,207.65,0,0.703,0.611,4,-6.376,1,0.0313,0.0705,0.0,0.133,0.527,144.991,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
141,71,221.529,0,0.637,0.876,9,-4.652,1,0.0618,0.0483,0.0,0.0728,0.759,149.93,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
142,68,195.836,0,0.743,0.689,7,-2.846,1,0.0289,0.0198,0.0,0.708,0.504,104.936,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
143,63,147.24,0,0.853,0.748,2,-6.218,1,0.049,0.0177,0.000137,0.0698,0.383,103.045,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
144,74,183.693,0,0.785,0.907,10,-2.657,1,0.0938,0.00122,3.11e-06,0.213,0.685,126.004,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
145,78,240.44,0,0.57,0.974,3,-0.173,0,0.325,0.115,0.000594,0.125,0.65,171.958,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
146,69,227.191,0,0.655,0.756,8,-4.388,1,0.07,0.0298,0.0,0.396,0.469,121.936,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
147,73,185.96,0,0.751,0.87,4,-2.551,0,0.0713,0.00653,0.0,0.077,0.412,103.019,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
148,70,202.313,0,0.787,0.669,5,-4.333,0,0.0428,0.00782,0.0,0.123,0.57,104.994,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149,67,230.778,0,0.491,0.947,0,-2.252,1,0.306,0.00261,0.0,0.34,0.474,166.236,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150,64,184.677,0,0.564,0.682,6,-6.688,1,0.113,0.0146,0.0,0.123,0.551,107.597,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,74,188.573,0,0.786,0.762,1,-2.508,1,0.0519,0.0524,1.04e-05,0.0971,0.731,90.963,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
152,72,172.373,0,0.846,0.814,6,-4.685,0,0.149,0.0823,0.00094,0.13,0.722,140.055,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
153,68,243.266,0,0.723,0.634,1,-5.415,1,0.0542,0.0892,0.0,0.0787,0.582,129.017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
154,73,209.666,0,0.645,0.87,1,-3.087,1,0.0465,0.00522,1.12e-06,0.101,0.79,119.973,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
155,77,180.75,0,0.658,0.9,9,-3.479,0,0.264,0.0364,0.0,0.0771,0.526,156.096,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
156,74,198.173,0,0.749,0.862,11,-3.494,0,0.136,0.0513,0.0,0.0944,0.824,97.982,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
157,68,249.215,0,0.502,0.91,7,-2.769,1,0.107,0.04,0.0,0.319,0.588,176.084,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
158,68,240.02,0,0.595,0.89,10,-3.109,0,0.245,0.0486,0.0,0.32,0.62,154.071,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159,69,251.279,0,0.568,0.793,1,-3.749,1,0.0406,0.189,0.0,0.111,0.45,108.051,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160,64,203.056,0,0.765,0.77,2,-3.16,1,0.0592,0.167,0.0,0.0854,0.581,103.005,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
161,59,149.213,0,0.85,0.734,2,-6.415,1,0.0491,0.0221,0.000179,0.0728,0.406,103.027,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
162,69,225.012,0,0.72,0.824,10,-5.086,0,0.128,0.0394,0.0,0.0509,0.333,165.996,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
163,74,221.573,0,0.82,0.852,11,-2.567,0,0.166,0.488,5.94e-06,0.0907,0.82,109.036,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
164,67,178.529,0,0.878,0.777,5,-3.702,0,0.163,0.0437,0.0,0.401,0.878,139.989,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
165,67,139.213,0,0.852,0.762,6,-4.448,0,0.0487,0.333,1.66e-06,0.159,0.907,131.958,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
166,63,185.508,0,0.519,0.352,7,-8.332,1,0.0244,0.762,0.0,0.113,0.269,78.943,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
167,67,238.193,0,0.667,0.889,6,-4.851,1,0.0917,0.00912,0.0,0.0816,0.541,169.961,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
168,70,215.752,0,0.541,0.779,6,-5.581,0,0.033,0.00338,0.0,0.177,0.501,94.069,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
169,70,194.4,0,0.788,0.795,5,-3.676,0,0.0948,0.031,0.0,0.0302,0.703,98.004,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
170,68,245.146,0,0.449,0.491,9,-6.433,0,0.029,0.279,0.0,0.0654,0.258,139.923,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
171,68,281.52,0,0.657,0.883,9,-4.294,0,0.0733,0.0238,0.0,0.0481,0.461,129.943,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
172,73,192.092,0,0.746,0.898,3,-2.818,0,0.0725,0.0526,0.0,0.0858,0.879,121.967,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
173,66,174.173,0,0.883,0.845,11,-2.069,1,0.0585,0.0161,0.00157,0.29,0.656,116.004,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
174,67,171.803,0,0.606,0.815,5,-3.818,0,0.232,0.04,0.0,0.119,0.386,88.054,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
175,61,275.695,0,0.531,0.661,1,-5.836,1,0.0907,0.103,0.0,0.0779,0.278,149.934,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
176,79,202.533,0,0.615,0.871,9,-1.248,1,0.0516,0.0427,0.0,0.254,0.297,123.915,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
177,62,198.26,0,0.719,0.757,2,-5.167,0,0.0849,0.137,0.0,0.129,0.489,147.024,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
178,77,240.906,0,0.536,0.296,5,-7.451,1,0.0346,0.892,0.0,0.0873,0.151,122.907,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
179,69,226.212,0,0.367,0.668,2,-4.484,0,0.052,0.336,0.0,0.147,0.384,104.961,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180,67,185.0,0,0.402,0.731,8,-3.529,1,0.0693,0.508,0.0,0.146,0.631,171.594,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
181,73,204.167,0,0.702,0.692,10,-5.405,1,0.0539,0.0542,0.0,0.0877,0.419,144.896,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
182,65,197.701,0,0.731,0.549,6,-6.749,0,0.0329,0.0157,9.14e-06,0.083,0.45,137.932,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
183,70,177.728,0,0.776,0.911,2,-3.08,0,0.131,0.155,2.59e-06,0.268,0.56,101.027,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
184,71,203.426,0,0.781,0.683,0,-4.258,1,0.0325,0.164,1.53e-06,0.16,0.722,100.005,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
185,72,210.573,0,0.688,0.909,8,-1.992,1,0.0624,0.0474,1.35e-06,0.0674,0.702,97.097,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
186,70,176.546,0,0.71,0.686,0,-4.926,1,0.0713,0.296,0.0,0.492,0.483,96.06,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
187,67,180.0,0,0.722,0.833,6,-3.915,1,0.094,0.0556,0.0,0.195,0.53,93.941,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
188,68,220.177,0,0.69,0.843,1,-2.949,1,0.0534,0.0167,0.0,0.346,0.428,135.01,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
189,74,238.143,0,0.727,0.879,9,-1.167,1,0.129,0.124,1.17e-05,0.244,0.671,146.959,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
190,69,246.334,0,0.707,0.791,5,-4.483,0,0.035,0.179,0.0,0.102,0.674,106.985,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
191,67,222.242,0,0.764,0.526,11,-7.355,1,0.212,0.0484,0.0,0.0718,0.588,114.91,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
192,63,226.321,0,0.639,0.706,7,-7.874,1,0.448,0.0104,0.0,0.132,0.259,105.782,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
193,68,240.339,0,0.511,0.84,11,-2.781,0,0.103,0.00852,0.0,0.346,0.303,87.605,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
194,66,253.303,0,0.437,0.716,5,-4.306,1,0.05,0.39,0.0,0.208,0.307,170.094,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
195,64,240.02,0,0.579,0.896,10,-2.781,0,0.225,0.0272,1.02e-06,0.352,0.678,153.991,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
196,71,195.306,0,0.782,0.731,3,-4.581,0,0.143,0.0376,3.15e-05,0.0956,0.824,138.032,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
197,67,204.8,0,0.582,0.693,6,-5.048,1,0.0465,0.114,0.0,0.13,0.341,125.904,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
198,59,190.5,0,0.65,0.697,0,-9.582,0,0.272,0.13,0.0,0.862,0.551,99.771,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,69,232.15,0,0.751,0.719,6,-5.198,0,0.0373,0.142,0.0,0.148,0.437,98.01,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
200,70,230.063,0,0.665,0.687,11,-6.466,0,0.0547,0.155,9.28e-05,0.173,0.651,106.023,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201,61,196.776,0,0.612,0.844,5,-4.694,0,0.0757,0.14,0.0,0.289,0.652,134.872,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202,74,144.773,0,0.892,0.808,2,-3.343,1,0.156,0.0335,0.0,0.0363,0.701,137.97,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
203,75,210.253,0,0.412,0.94,1,-2.171,1,0.215,0.0648,0.0,0.358,0.423,157.964,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
204,68,211.223,0,0.551,0.828,5,-5.523,1,0.352,0.214,0.0,0.0571,0.928,139.662,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
205,70,176.56,0,0.519,0.695,0,-4.861,1,0.0812,0.299,0.0,0.43,0.515,95.384,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
206,69,196.67,0,0.692,0.835,6,-4.978,0,0.0628,0.0517,0.0,0.134,0.566,80.017,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
207,63,197.789,0,0.696,0.881,1,-2.082,1,0.104,0.0235,0.0,0.277,0.947,142.019,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,69,211.866,0,0.639,0.756,1,-4.42,1,0.0606,0.0055,0.0,0.13,0.531,128.931,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
209,68,195.546,0,0.73,0.784,9,-2.62,1,0.0691,0.191,0.0,0.0956,0.673,99.995,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
210,63,178.923,0,0.732,0.555,1,-7.902,0,0.034,0.00522,4.65e-06,0.0586,0.65,124.011,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,71,177.976,0,0.609,0.64,3,-5.61,0,0.0539,0.167,0.0,0.0959,0.442,145.199,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
212,67,227.275,0,0.608,0.47,8,-6.73,1,0.0428,0.226,0.0,0.0963,0.241,81.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
213,63,191.225,0,0.765,0.787,1,-3.647,0,0.0445,0.0156,0.0,0.0736,0.381,124.949,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,60,232.966,0,0.813,0.876,1,-2.92,0,0.0922,0.024,0.0,0.287,0.757,98.989,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
215,68,192.28,0,0.692,0.881,11,-2.563,0,0.0461,0.0457,4.45e-06,0.146,0.432,103.053,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
216,64,189.546,0,0.683,0.947,8,-1.717,0,0.064,0.00632,7.34e-05,0.123,0.67,100.024,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
217,66,222.066,0,0.438,0.864,2,-5.185,1,0.47,0.0118,1.66e-06,0.431,0.594,167.898,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
218,66,245.14,0,0.738,0.868,1,-3.363,1,0.0702,0.000907,0.000209,0.275,0.377,111.991,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
219,66,196.198,0,0.808,0.903,0,-3.106,1,0.0957,0.0121,0.000248,0.0993,0.473,116.988,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
220,69,239.722,0,0.731,0.845,8,-5.352,1,0.132,0.0132,0.0,0.0782,0.484,101.085,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
221,62,198.866,0,0.74,0.926,9,-3.965,0,0.112,0.0376,0.0,0.582,0.571,106.987,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,66,299.706,0,0.558,0.863,4,-3.53,1,0.178,0.17,0.0,0.289,0.388,173.908,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
223,70,201.773,0,0.726,0.829,6,-3.876,0,0.111,0.146,0.0,0.0916,0.95,149.994,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
224,71,168.751,0,0.666,0.639,2,-5.245,0,0.131,0.24,0.0,0.0928,0.505,144.881,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
225,68,199.653,0,0.739,0.841,5,-4.162,1,0.06,0.0312,0.0,0.173,0.562,106.99,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
226,61,242.333,0,0.557,0.719,2,-4.515,0,0.0371,0.00267,0.0,0.306,0.345,77.502,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
227,70,174.933,0,0.52,0.915,2,-2.862,1,0.103,0.0618,0.000946,0.0856,0.5,90.069,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
228,71,183.09,0,0.631,0.649,8,-4.939,0,0.0377,0.17,0.0,0.321,0.459,108.07,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
229,71,194.84,0,0.812,0.807,9,-3.354,1,0.339,0.11,0.0,0.211,0.4,136.979,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
230,68,156.291,0,0.785,0.807,0,-3.877,1,0.178,0.198,0.0,0.326,0.228,96.981,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,67,259.821,0,0.384,0.798,9,-6.439,0,0.434,0.115,0.0,0.181,0.146,149.854,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
232,73,194.44,0,0.767,0.809,5,-3.734,0,0.0958,0.0337,0.0,0.0353,0.69,97.958,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
233,62,216.586,0,0.503,0.71,10,-6.382,1,0.085,0.297,0.0,0.329,0.293,81.932,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
234,65,192.596,0,0.716,0.906,2,-3.539,1,0.0719,0.00424,0.0,0.0547,0.763,101.029,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
235,65,265.602,0,0.612,0.993,9,-1.895,1,0.24,0.116,0.0,0.307,0.488,98.004,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
236,72,166.053,0,0.523,0.83,11,-2.089,1,0.167,0.00359,0.0,0.0806,0.812,173.931,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
237,67,221.341,0,0.618,0.76,6,-4.312,1,0.0596,0.0066,0.0,0.127,0.541,150.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
238,72,204.973,0,0.599,0.816,11,-3.412,0,0.0556,0.0911,2.17e-06,0.0961,0.399,106.962,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
239,70,195.866,0,0.794,0.762,4,-3.525,0,0.0392,0.0358,1.41e-06,0.191,0.482,109.97,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
240,61,205.192,0,0.41,0.604,10,-3.453,1,0.0331,0.777,0.0,0.312,0.28,128.845,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
241,74,195.053,0,0.75,0.718,2,-2.817,0,0.0468,0.0814,1.75e-05,0.322,0.592,90.027,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
242,72,206.866,0,0.708,0.959,1,-1.338,1,0.0604,0.0296,0.00188,0.107,0.644,128.981,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
243,68,196.998,0,0.775,0.272,1,-9.126,0,0.091,0.56,0.00278,0.112,0.198,103.991,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
244,64,225.171,0,0.406,0.446,9,-4.306,1,0.0335,0.739,0.0,0.194,0.214,138.66,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
245,60,218.614,0,0.77,0.817,0,-4.092,0,0.0339,0.0265,0.000103,0.084,0.866,139.979,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
246,66,197.32,0,0.384,0.868,6,-3.226,0,0.0711,0.0458,5.82e-06,0.0797,0.233,95.027,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
247,67,260.433,0,0.656,0.798,0,-6.608,1,0.103,0.00862,0.0,0.321,0.573,92.031,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
248,71,194.6,0,0.786,0.858,11,-3.74,1,0.0675,0.0487,0.0,0.126,0.649,112.999,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
249,63,218.887,0,0.863,0.854,4,-4.564,0,0.0893,0.0418,0.00152,0.0551,0.784,119.996,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
250,68,165.34,0,0.676,0.742,8,-5.017,1,0.162,0.561,0.0,0.155,0.694,77.071,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251,64,227.413,0,0.62,0.778,8,-4.622,0,0.0724,0.116,0.0,0.312,0.386,147.012,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
252,69,201.12,0,0.781,0.814,8,-2.437,1,0.1,0.0735,1.92e-05,0.0565,0.546,124.028,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
253,64,211.28,0,0.634,0.858,4,-2.226,0,0.0809,0.101,8.56e-06,0.258,0.637,91.688,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
254,65,238.529,0,0.679,0.927,0,-1.058,1,0.15,0.164,0.0,0.437,0.861,93.989,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
255,69,180.8,0,0.709,0.861,0,-2.905,1,0.0941,0.106,4.73e-05,0.113,0.779,118.089,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
256,63,217.051,0,0.574,0.882,0,-4.08,0,0.121,0.0245,0.0,0.354,0.612,92.994,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
257,74,207.921,0,0.555,0.89,9,-5.349,1,0.132,0.00399,0.0,0.0506,0.581,181.963,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
258,58,223.706,0,0.294,0.342,1,-6.341,1,0.0395,0.469,6.79e-06,0.0958,0.229,135.084,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
259,63,249.215,0,0.502,0.91,7,-2.769,1,0.107,0.04,0.0,0.319,0.588,176.084,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
260,64,144.166,0,0.783,0.809,1,-10.0,0,0.221,0.0588,1e-05,0.515,0.814,140.025,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,72,186.946,0,0.666,0.847,10,-2.526,0,0.106,0.102,0.0,0.0702,0.815,149.94,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
262,67,209.392,1,0.613,0.668,8,-6.867,1,0.267,0.245,0.0,0.0735,0.509,96.176,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
263,75,201.894,0,0.781,0.725,4,-3.571,0,0.0452,0.0281,0.0,0.0761,0.765,112.045,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
264,66,176.026,0,0.636,0.702,0,-5.352,0,0.0334,0.0223,0.0,0.293,0.516,135.104,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
265,67,216.063,0,0.566,0.475,0,-5.556,0,0.089,0.148,0.0,0.139,0.335,136.442,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
266,66,208.863,0,0.785,0.744,3,-4.249,0,0.0369,0.0149,0.00666,0.0661,0.833,126.018,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
267,66,229.4,0,0.732,0.795,8,-2.263,1,0.1,0.0632,0.0,0.0569,0.693,100.954,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
268,66,178.177,0,0.714,0.884,11,-2.932,1,0.113,0.00985,0.0,0.439,0.584,145.075,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
269,61,179.172,0,0.917,0.596,7,-7.378,1,0.0914,0.0555,0.0,0.667,0.511,131.96,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,69,230.293,0,0.596,0.921,2,-2.372,1,0.258,0.153,0.0,0.0922,0.529,171.96,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
271,60,235.779,0,0.856,0.617,10,-5.308,0,0.084,0.171,0.0,0.0857,0.759,136.081,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
272,68,139.308,0,0.717,0.822,6,-5.249,1,0.0879,0.0652,0.0,0.36,0.764,102.042,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
273,72,187.49,0,0.727,0.863,1,-3.181,1,0.0879,0.0298,0.0,0.334,0.72,94.952,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
274,63,191.03,0,0.556,0.423,4,-4.998,0,0.0274,0.441,0.0,0.0867,0.179,110.086,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,63,210.986,0,0.482,0.858,5,-4.169,0,0.069,0.0218,0.0,0.244,0.737,158.075,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
276,67,136.063,0,0.694,0.75,0,-4.16,1,0.0338,0.00421,0.000553,0.0683,0.184,96.654,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
277,66,225.446,0,0.651,0.903,11,-3.117,0,0.129,0.00503,0.0,0.0875,0.658,125.032,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
278,66,226.16,0,0.35,0.498,3,-6.589,1,0.0332,0.023,1.99e-06,0.269,0.34,142.803,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
279,63,242.333,0,0.522,0.714,2,-4.727,0,0.0461,0.00257,0.0,0.304,0.357,154.904,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
280,68,222.68,0,0.424,0.564,9,-4.619,1,0.0563,0.685,0.0,0.292,0.441,173.334,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
281,67,180.22,0,0.779,0.762,10,-5.188,0,0.0631,0.0224,0.0,0.121,0.859,110.043,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
282,69,192.786,0,0.65,0.914,0,-3.106,0,0.0485,0.112,0.0,0.0731,0.725,98.984,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
283,73,205.133,0,0.857,0.7,4,-4.189,0,0.074,0.0411,0.0,0.0334,0.773,93.997,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
284,63,222.066,0,0.438,0.864,2,-5.185,1,0.47,0.0118,1.66e-06,0.431,0.594,167.898,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
285,71,210.817,0,0.714,0.736,2,-3.801,1,0.0457,0.191,0.0,0.0553,0.814,149.985,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
286,60,202.44,0,0.591,0.818,4,-3.532,1,0.073,0.172,0.0,0.126,0.574,108.107,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
287,69,194.426,0,0.839,0.617,7,-4.692,1,0.331,0.241,0.0,0.3,0.821,143.894,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
288,68,210.893,0,0.477,0.85,3,-1.486,0,0.0911,0.00108,0.0,0.0675,0.601,163.845,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
289,65,217.322,0,0.522,0.916,1,-4.766,1,0.0786,0.016,0.0,0.149,0.549,122.046,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
290,61,169.448,0,0.482,0.344,5,-6.002,1,0.0318,0.901,0.0,0.129,0.211,133.499,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
291,67,201.445,0,0.59,0.818,9,-2.988,0,0.0771,0.0584,0.0,0.205,0.664,139.925,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
292,62,240.59,0,0.343,0.499,6,-5.121,1,0.0387,0.665,0.0,0.119,0.104,131.076,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
293,66,230.706,0,0.623,0.8,5,-5.819,1,0.0424,0.0497,0.0,0.0619,0.58,110.979,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
294,58,201.225,0,0.68,0.906,11,-6.195,0,0.0734,0.0341,7.83e-05,0.077,0.68,145.05,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,68,211.399,0,0.631,0.762,11,-4.208,1,0.105,0.049,0.0,0.0926,0.668,167.14,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
296,66,229.74,0,0.566,0.842,9,-5.222,0,0.0442,0.00357,0.000253,0.141,0.308,131.05,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
297,63,274.703,0,0.538,0.831,8,-3.735,1,0.0353,0.00708,1.96e-06,0.109,0.461,106.993,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
298,56,165.993,0,0.847,0.551,3,-7.132,0,0.142,0.06,4.37e-06,0.162,0.515,95.036,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
299,74,180.0,0,0.594,0.647,6,-4.347,1,0.0834,0.121,0.0,0.352,0.511,82.321,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
